Timestamp,Machine,Code,Shift,From Status,To Status,Updated By,Note
2026-08-19 08:01:58,BR4-W-CH2,BR4-W-CH2,day,idle,running,Administrator,Bulk update
2026-08-19 08:01:58,BR3-W-TW1,BR3-W-TW1,day,idle,running,Administrator,Bulk update
2026-08-19 08:01:58,BR2-CH1,BR2-CH1,day,idle,running,Administrator,Bulk update
2026-08-19 08:01:58,BR11-W-CH8,BR11-W-CH8,day,idle,running,Administrator,Bulk update
2026-08-19 08:01:58,BR10-W-CH7,BR10-W-CH7,day,idle,running,Administrator,Bulk update
2026-08-19 08:01:58,AR/CJ-TR1,AR-CJ-TR1,day,idle,running,Administrator,Bulk update
2026-08-19 08:01:58,AB7-TR3,AB7-TR3,day,idle,running,Administrator,Bulk update
2026-08-19 08:01:58,AB6-TR2,AB6-TR2,day,idle,running,Administrator,Bulk update
2026-08-19 08:01:58,AB5-TR1,AB5-TR1,day,idle,running,Administrator,Bulk update
2026-08-19 08:01:58,AB4-CH2,AB4-CH2,day,idle,running,Administrator,Bulk update
2026-08-19 08:01:58,AB3-CH1,AB3-CH1,day,maintenance,running,Administrator,Bulk update
2026-08-19 08:01:58,AB2-TW2,AB2-TW2,day,maintenance,running,Administrator,Bulk update
2026-08-19 07:51:04,AB5-TR1,AB5-TR1,day,idle,running,Administrator,Run started (BulkTest)
2026-08-19 07:48:48,AB1-TW1,AB1-TW1,day,maintenance,running,Administrator,Run started (Test)
2026-08-19 07:21:29,AB3-CH1,AB3-CH1,day,idle,running,Administrator,Run started
2026-08-19 07:20:53,AB2-TW2,AB2-TW2,day,idle,running,Administrator,Run started
2026-08-18 17:01:21,AB6-TR2,AB6-TR2,day,running,running,Admin,Run started
2026-08-18 16:57:24,FABRICATION,FABRICATION,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,WT2-TW1,WT2-TW1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,WT1-CH1,WT1-CH1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,SH4-CH4,SH4-CH4,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,SH3-CH3,SH3-CH3,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,SH2-CH2,SH2-CH2,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,SH1-CH1,SH1-CH1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,PS2-TW2,PS2-TW2,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,PS1-TW1,PS1-TW1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,LT1-VT1,LT1-VT1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,LD2-GR1,LD2-GR1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,LD1-TW1,LD1-TW1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,HR1-CH1,HR1-CH1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,DECO-GR1,DECO-GR1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,CM1-CH1,CM1-CH1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,CL4-TW1,CL4-TW1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,CL3-CH3,CL3-CH3,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,CL2-CH2,CL2-CH2,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,CL1-CH1,CL1-CH1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,BR9-CH6,BR9-CH6,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,BR8-CH5,BR8-CH5,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,BR7-CH4,BR7-CH4,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,BR6-W-TW2,BR6-W-TW2,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,BR5-W-CH3,BR5-W-CH3,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,BR4-W-CH2,BR4-W-CH2,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,BR3-W-TW1,BR3-W-TW1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,BR2-CH1,BR2-CH1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,BR11-W-CH8,BR11-W-CH8,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,BR10-W-CH7,BR10-W-CH7,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,AR/CJ-TR1,AR-CJ-TR1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,AB7-TR3,AB7-TR3,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,AB6-TR2,AB6-TR2,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:24,AB5-TR1,AB5-TR1,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 16:57:10,AB4-CH2,AB4-CH2,day,idle,running,Admin,
2026-08-18 16:57:00,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:57:00,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:59,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:59,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:59,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:59,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:59,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:58,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:57,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:28,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:26,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:12,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:10,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:56:08,AB3-CH1,AB3-CH1,day,running,running,Admin,
2026-08-18 16:55:46,AB3-CH1,AB3-CH1,day,idle,running,Admin,
2026-08-18 16:55:14,AB2-TW2,AB2-TW2,day,running,running,Admin,
2026-08-18 16:55:14,AB2-TW2,AB2-TW2,day,running,running,Admin,
2026-08-18 16:55:14,AB2-TW2,AB2-TW2,day,running,running,Admin,
2026-08-18 16:55:13,AB2-TW2,AB2-TW2,day,running,running,Admin,
2026-08-18 16:55:11,AB2-TW2,AB2-TW2,day,running,running,Admin,
2026-08-18 16:55:08,AB2-TW2,AB2-TW2,day,idle,running,Admin,
2026-08-18 16:52:01,AB1-TW1,AB1-TW1,day,running,running,Admin,Run started
2026-08-18 16:51:58,AB1-TW1,AB1-TW1,day,running,running,Admin,Run started
2026-08-18 16:51:37,AB1-TW1,AB1-TW1,day,running,running,Admin,Run started
2026-08-18 16:51:35,AB1-TW1,AB1-TW1,day,idle,running,Admin,Run started
2026-08-18 13:01:24,FABRICATION,FABRICATION,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,WT2-TW1,WT2-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,WT1-CH1,WT1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,SH4-CH4,SH4-CH4,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,SH3-CH3,SH3-CH3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,SH2-CH2,SH2-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,SH1-CH1,SH1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,PS2-TW2,PS2-TW2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,PS1-TW1,PS1-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,LT1-VT1,LT1-VT1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,LD2-GR1,LD2-GR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,LD1-TW1,LD1-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,HR1-CH1,HR1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,DECO-GR1,DECO-GR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,CM1-CH1,CM1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,CL4-TW1,CL4-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,CL3-CH3,CL3-CH3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,CL2-CH2,CL2-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,CL1-CH1,CL1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,BR9-CH6,BR9-CH6,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,BR8-CH5,BR8-CH5,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,BR7-CH4,BR7-CH4,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,BR6-W-TW2,BR6-W-TW2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,BR5-W-CH3,BR5-W-CH3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,BR4-W-CH2,BR4-W-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,BR3-W-TW1,BR3-W-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,BR2-CH1,BR2-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,BR11-W-CH8,BR11-W-CH8,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,BR10-W-CH7,BR10-W-CH7,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,AR/CJ-TR1,AR-CJ-TR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,AB7-TR3,AB7-TR3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,AB6-TR2,AB6-TR2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,AB5-TR1,AB5-TR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,AB4-CH2,AB4-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,AB3-CH1,AB3-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:01:24,AB2-TW2,AB2-TW2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 13:00:18,AB4-CH2,AB4-CH2,day,running,running,Administrator,
2026-08-18 13:00:12,AB4-CH2,AB4-CH2,day,running,running,Administrator,Run started
2026-08-18 12:59:24,AB4-CH2,AB4-CH2,day,running,running,Administrator,
2026-08-18 12:59:12,AB4-CH2,AB4-CH2,day,running,running,Administrator,Run started
2026-08-18 12:38:24,FABRICATION,FABRICATION,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,WT2-TW1,WT2-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,WT1-CH1,WT1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,SH4-CH4,SH4-CH4,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,SH3-CH3,SH3-CH3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,SH2-CH2,SH2-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,SH1-CH1,SH1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,PS2-TW2,PS2-TW2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,PS1-TW1,PS1-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,LT1-VT1,LT1-VT1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,LD2-GR1,LD2-GR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,LD1-TW1,LD1-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,HR1-CH1,HR1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,DECO-GR1,DECO-GR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,CM1-CH1,CM1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,CL4-TW1,CL4-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,CL3-CH3,CL3-CH3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,CL2-CH2,CL2-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,CL1-CH1,CL1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,BR9-CH6,BR9-CH6,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,BR8-CH5,BR8-CH5,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,BR7-CH4,BR7-CH4,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,BR6-W-TW2,BR6-W-TW2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,BR5-W-CH3,BR5-W-CH3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,BR4-W-CH2,BR4-W-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,BR3-W-TW1,BR3-W-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,BR2-CH1,BR2-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,BR11-W-CH8,BR11-W-CH8,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,BR10-W-CH7,BR10-W-CH7,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,AR/CJ-TR1,AR-CJ-TR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,AB7-TR3,AB7-TR3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,AB6-TR2,AB6-TR2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,AB5-TR1,AB5-TR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,AB4-CH2,AB4-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,AB3-CH1,AB3-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 12:38:24,AB2-TW2,AB2-TW2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:53:18,BR8-CH5,BR8-CH5,day,idle,running,Administrator,
2026-08-18 08:46:12,AB3-CH1,AB3-CH1,day,running,running,Administrator,
2026-08-18 08:45:45,AB2-TW2,AB2-TW2,day,running,running,Administrator,
2026-08-18 08:41:23,FABRICATION,FABRICATION,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,WT2-TW1,WT2-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,WT1-CH1,WT1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,SH4-CH4,SH4-CH4,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,SH3-CH3,SH3-CH3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,SH2-CH2,SH2-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,SH1-CH1,SH1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,PS3-TR1,PS3-TR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,PS2-TW2,PS2-TW2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,PS1-TW1,PS1-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,LT2-CH1,LT2-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,LT1-VT1,LT1-VT1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,LD2-GR1,LD2-GR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,LD1-TW1,LD1-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,HR1-CH1,HR1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,DECO-GR1,DECO-GR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,CM1-CH1,CM1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,CL4-TW1,CL4-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,CL3-CH3,CL3-CH3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,CL2-CH2,CL2-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,CL1-CH1,CL1-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,BR9-CH6,BR9-CH6,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,BR8-CH5,BR8-CH5,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,BR7-CH4,BR7-CH4,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,BR6-W-TW2,BR6-W-TW2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,BR5-W-CH3,BR5-W-CH3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,BR4-W-CH2,BR4-W-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,BR3-W-TW1,BR3-W-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,BR2-CH1,BR2-CH1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,BR1-UK1,BR1-UK1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,BR11-W-CH8,BR11-W-CH8,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,BR10-W-CH7,BR10-W-CH7,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,AR/CJ-TR1,AR-CJ-TR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,AB7-TR3,AB7-TR3,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,AB6-TR2,AB6-TR2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,AB5-TR1,AB5-TR1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,AB4-CH2,AB4-CH2,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:41:23,AB1-TW1,AB1-TW1,day,idle,running,Administrator,Bulk start (idle machines)
2026-08-18 08:00:14,FABRICATION,FABRICATION,day,idle,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,WT2-TW1,WT2-TW1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,WT1-CH1,WT1-CH1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,SH4-CH4,SH4-CH4,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,SH3-CH3,SH3-CH3,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,SH2-CH2,SH2-CH2,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,SH1-CH1,SH1-CH1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,PS3-TR1,PS3-TR1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,PS2-TW2,PS2-TW2,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,PS1-TW1,PS1-TW1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,LT2-CH1,LT2-CH1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,LT1-VT1,LT1-VT1,day,out_of_order,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,LD2-GR1,LD2-GR1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,LD1-TW1,LD1-TW1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,HR1-CH1,HR1-CH1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,DECO-GR1,DECO-GR1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,CM1-CH1,CM1-CH1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,CL4-TW1,CL4-TW1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,CL3-CH3,CL3-CH3,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,CL2-CH2,CL2-CH2,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,CL1-CH1,CL1-CH1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,BR9-CH6,BR9-CH6,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,BR8-CH5,BR8-CH5,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,BR7-CH4,BR7-CH4,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,BR6-W-TW2,BR6-W-TW2,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,BR5-W-CH3,BR5-W-CH3,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,BR4-W-CH2,BR4-W-CH2,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,BR3-W-TW1,BR3-W-TW1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,BR2-CH1,BR2-CH1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,BR1-UK1,BR1-UK1,day,out_of_order,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,BR11-W-CH8,BR11-W-CH8,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,BR10-W-CH7,BR10-W-CH7,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,AR/CJ-TR1,AR-CJ-TR1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,AB7-TR3,AB7-TR3,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,AB6-TR2,AB6-TR2,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,AB5-TR1,AB5-TR1,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 08:00:14,AB4-CH2,AB4-CH2,day,running,running,Admin,Bulk start (idle machines)
2026-08-18 07:35:07,AB2-TW2,AB2-TW2,day,running,running,Administrator,Run started
2026-08-18 07:29:27,AB1-TW1,AB1-TW1,day,running,running,Administrator,Electrical
2026-08-18 07:28:36,FABRICATION,FABRICATION,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,WT2-TW1,WT2-TW1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,WT1-CH1,WT1-CH1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,SH4-CH4,SH4-CH4,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,SH3-CH3,SH3-CH3,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,SH2-CH2,SH2-CH2,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,SH1-CH1,SH1-CH1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,PS3-TR1,PS3-TR1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,PS2-TW2,PS2-TW2,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,PS1-TW1,PS1-TW1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,LT2-CH1,LT2-CH1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,LT1-VT1,LT1-VT1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,LD2-GR1,LD2-GR1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,LD1-TW1,LD1-TW1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,HR1-CH1,HR1-CH1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,DECO-GR1,DECO-GR1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,CM1-CH1,CM1-CH1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,CL4-TW1,CL4-TW1,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,CL3-CH3,CL3-CH3,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,CL2-CH2,CL2-CH2,day,idle,running,Administrator,Bulk start (all machines)
2026-08-18 07:28:36,CL1-CH1,CL1-CH1,day,idle,running,Administrator,Bulk start (all machines)
